title;n_enrolled;institution;level;subject;language;course_length;price;currency;course_url;;;;;
liderazgo en la empresa familiar;10969.0;tecnolï¿½ï¿½gico de monte;intermediate;business & management;es;6 weeks;49.0;usd;https://www.edx.org/course/liderazgo-en-la-empresa-familiar;;;;;
comparative political systems;6934.0;universitï¿½ï¿½ degli studi di napoli federic;introductory;social sciences;en;6 weeks;59.0;usd;https://www.edx.org/course/comparative-political-systems;;;;;
introducciï¿½ï¿½n al derecho en la vida cotid;;universidad autï¿½ï¿½noma de ma;introductory;law;es;5 weeks;49.0;usd;https://www.edx.org/course/introduccion-al-derecho-en-la-vida-cotidiana;;;;;
cloud computing for enterprises;27241.0;university system of maryland-university of maryland global campus;intermediate;computer science;en;8 weeks;299.0;usd;https://www.edx.org/course/cloud-computing-for-enterprises-2;;;;;
diversity and social justice in social work;11055.0;the university of michigan;advanced;social sciences;en;8 weeks;199.0;usd;https://www.edx.org/course/diversity-and-social-justice-in-social-work;;;;;
public library marketing and public relations;7525.0;the university of michigan;introductory;humanities;en;4 weeks;49.0;usd;https://www.edx.org/course/public-library-marketing-and-public-relations;;;;;
healthcare finance; economics and risk;8006.0;doane university;intermediate;economics & finance;en;5 weeks;199.0;usd;https://www.edx.org/course/healthcare-finance-economics-and-risk;;;;
reacciones quï¿½ï¿½micas y cï¿½ï¿½lculos estequiom;8907.0;universitat politï¿½ï¿½cnica de vale;introductory;chemistry;es;6 weeks;49.0;usd;https://www.edx.org/course/reacciones-quimicas-y-calculos-estequiometricos;;;;;
seeking womenï¿½ï¿½ï¿½s rights: colonial period to the civ;5157.0;columbia university;intermediate;history;en;10 weeks;50.0;usd;https://www.edx.org/course/seeking-womens-rights-colonial-period-to-the-civil;;;;;
videox: creating video for the edx platform;12159.0;edx;introductory;education & teacher training;en;2 weeks;99.0;usd;https://www.edx.org/course/videox-creating-video-for-the-edx-platform;;;;;
comisiï¿½ï¿½n de la verdad colo;;pontificia universidad javeriana;introductory;history;es;5 weeks;29.0;usd;https://www.edx.org/course/comision-de-la-verdad-colombia;;;;;
mathtrackx: probability;;university of adelaide;introductory;math;en;4 weeks;79.0;usd;https://www.edx.org/course/mathtrackx-probability;;;;;
health informatics for better and safer healthcare;;israelx;introductory;health & safety;en;4 weeks;49.0;usd;https://www.edx.org/course/health-informatics-for-better-and-safer-healthcare;;;;;
sign language science: factors contributing to natural change;;georgetown university;introductory;language;en;4 weeks;99.0;usd;https://www.edx.org/course/factors-contributing-to-natural-change;;;;;
accounting system structure and information management;;nyif;introductory;economics & finance;en;4 weeks;50.0;usd;https://www.edx.org/course/accounting-system-structure-and-information-management;;;;;
sustainable development: the post-capitalist order;7031.0;sdg academy;introductory;economics & finance;en;8 weeks;49.0;usd;https://www.edx.org/course/sustainable-development-the-post-capitalist-order;;;;;
health law; policy; and advocacy;6358.0;doane university;intermediate;law;en;5 weeks;199.0;usd;https://www.edx.org/course/health-law-policy-and-advocacy;;;
introduction to haptics;;stanford university;introductory;engineering;en;5 weeks;129.0;usd;https://www.edx.org/course/introduction-to-haptics;;;;;
gestiï¿½ï¿½n de inventario y portaf;;logyca;introductory;engineering;es;5 weeks;25.0;usd;https://www.edx.org/course/gestion-de-inventario-y-portafolio;;;;;
understanding nuclear energy;16015.0;delft university of technology;intermediate;engineering;en;6 weeks;50.0;usd;https://www.edx.org/course/understanding-nuclear-energy;;;;;
cï¿½ï¿½mo convertirse en un lï¿½ï¿½der exitoso (entrenamiento de liderazgo in;11431.0;catalyst;introductory;business & management;es;4 weeks;50.0;usd;https://www.edx.org/course/como-convertirse-en-un-lider-exitoso-entrenamien-2;;;;;
decision making under uncertainty: introduction to structured expert judgment;;delft university of technology;introductory;business & management;en;6 weeks;50.0;usd;https://www.edx.org/course/decision-making-under-uncertainty-introduction-to;;;;;
apï¿½ï¿½ calculu;8542.0;davidson next;introductory;math;en;11 weeks;49.0;usd;https://www.edx.org/course/ap-calculus-bc-2;;;;;
advanced linear algebra: foundations to frontiers;;the university of texas at austin;advanced;computer science;en;16 weeks;49.0;usd;https://www.edx.org/course/advanced-linear-algebra-foundations-to-frontiers;;;;;
entrepreneurial opportunities;27182.0;university of adelaide;introductory;business & management;en;5 weeks;50.0;usd;https://www.edx.org/course/entrepreneurial-opportunities;;;;;
agua en amï¿½ï¿½rica latina: abundancia en medio de la escasez mun;38581.0;inter-american development bank;introductory;environmental studies;es;10 weeks;25.0;usd;https://www.edx.org/course/agua-en-america-latina-abundancia-en-medio-de-la-e;;;;;
understanding political concepts;7421.0;universitï¿½ï¿½ degli studi di napoli federic;introductory;social sciences;en;6 weeks;59.0;usd;https://www.edx.org/course/understanding-political-concepts;;;;;
how to code: complex data;34190.0;university of british columbia;introductory;computer science;en;6 weeks;125.0;usd;https://www.edx.org/course/how-to-code-complex-data;;;;;
hypersonics ï¿½ï¿½ï¿½ from shock waves to scr;19043.0;the university of queensland;advanced;engineering;en;4 weeks;99.0;usd;https://www.edx.org/course/hypersonics-from-shock-waves-to-scramjets-2;;;;;
micro and nanofabrication (mems);16094.0;ýýcole polytechnique fýýdýýrale de lausanne;advanced;engineering;en;7 weeks;199.0;usd;https://www.edx.org/course/micro-and-nanofabrication-mems;;;;;
scientific methods and research;7501.0;ural federal university;intermediate;science;en;5 weeks;49.0;usd;https://www.edx.org/course/scientific-methods-and-research;;;;;
customer centric marketing for entrepreneurs;14003.0;babson college;intermediate;business & management;en;4 weeks;149.0;usd;https://www.edx.org/course/customer-centric-marketing-for-entrepreneurs;;;;;
dog behavior: problems and solutions;16467.0;arizona state university;intermediate;social sciences;en;3 weeks;169.0;usd;https://www.edx.org/course/dog-behavior-problems-and-solutions;;;;;
the business of mining;20406.0;curtin university;introductory;business & management;en;4 weeks;139.0;usd;https://www.edx.org/course/the-business-of-mining;;;;;
social work practice in community organization; management and policy/evaluation;9522.0;the university of michigan;advanced;social sciences;en;8 weeks;199.0;usd;https://www.edx.org/course/social-work-practice-in-community-organization-man;;;;
the business of aging in the longevity economy;;georgetown university;introductory;social sciences;en;4 weeks;139.0;usd;https://www.edx.org/course/the-business-of-aging-in-the-longevity-economy;;;;;
understanding the australian health care system;8343.0;the university of queensland;introductory;medicine;en;9 weeks;59.0;usd;https://www.edx.org/course/understanding-the-australian-health-care-system;;;;;
age of sustainable development;10019.0;sdg academy;intermediate;social sciences;en;14 weeks;49.0;usd;https://www.edx.org/course/age-of-sustainable-development;;;;;
internationalization: creating digital content for the world;;university of washington;advanced;computer science;en;4 weeks;199.0;usd;https://www.edx.org/course/internationalization-creating-digital-content-for;;;;;
multi-object tracking for automotive systems;8581.0;chalmers university of technology;advanced;engineering;en;10 weeks;249.0;usd;https://www.edx.org/course/multi-object-tracking-for-automotive-systems;;;;;
economics and policies in a biobased economy;;wageningen university & research;advanced;energy & earth sciences;en;4 weeks;149.0;usd;https://www.edx.org/course/economics-and-policies-in-a-biobased-economy;;;;;
strategic leadership in healthcare;6237.0;doane university;intermediate;business & management;en;5 weeks;199.0;usd;https://www.edx.org/course/strategic-leadership-in-healthcare;;;;;
terrorism and counterterrorism: an introduction;14128.0;georgetown university;introductory;humanities;en;3 weeks;49.0;usd;https://www.edx.org/course/terrorism-and-counterterrorism-an-introduction;;;;;
exploring psychology's core concepts|ï¿½ï¿½ï¿½ï¿½ï¿½;5741.0;tsinghua university;introductory;social sciences;en;6 weeks;139.0;usd;https://www.edx.org/course/exploring-psychologys-core-concepts;;;;;
creating virtual reality (vr) apps;22349.0;the university of california, san diego;intermediate;computer science;en;6 weeks;99.0;usd;https://www.edx.org/course/creating-virtual-reality-vr-apps-2;;;;;
anï¿½ï¿½lisis multivariable en ;;universidad galileo;introductory;data analysis & statistics;es;5 weeks;49.0;usd;https://www.edx.org/course/analisis-multivariable-en-spss;;;;;
steps in japanese for beginners2 part1;;waseda university;introductory;language;en;5 weeks;99.0;usd;https://www.edx.org/course/steps-in-japanese-for-beginners2-part1-2;;;;;
competencias para buscar; mantener y promocionar en un empleo;;universidad autï¿½ï¿½noma de ma;introductory;social sciences;es;4 weeks;49.0;usd;https://www.edx.org/course/competencias-profesionales-genericas-para-la-inclu;;;;
dynamics and control;27763.0;universitat politï¿½ï¿½cnica de vale;introductory;engineering;en;6 weeks;50.0;usd;https://www.edx.org/course/dynamics-and-control;;;;;
finding your cybersecurity career path;19283.0;university of washington;introductory;computer science;en;6 weeks;199.0;usd;https://www.edx.org/course/finding-your-cybersecurity-career-path;;;;;
introducciï¿½ï¿½n a la caligrafï¿½ï¿½a y paleografï¿½ï¿½a en archivos hispanos medievale;12674.0;universidad carlos iii de madrid;introductory;humanities;es;6 weeks;29.0;usd;https://www.edx.org/course/introduccion-a-la-caligrafia-y-paleografia-en-arch;;;;;
mechanics: rotational dynamics;13183.0;massachusetts institute of technology;intermediate;physics;en;12 weeks;49.0;usd;https://www.edx.org/course/mechanics-rotational-dynamics;;;;;
applying health coaching in patient care;;doane university;introductory;medicine;en;3 weeks;199.0;usd;https://www.edx.org/course/applying-health-coaching-in-patient-care;;;;;
databases: modeling and theory;;stanford university;introductory;computer science;en;2 weeks;50.0;usd;https://www.edx.org/course/modeling-and-theory;;;;;
islamic banking: principles; practice and risk management;;the islamic research and training institute;introductory;economics & finance;en;4 weeks;49.0;usd;https://www.edx.org/course/islamic-banking-principles-practice-and-risk-manag;;;;
liderazgo orientado al florecimiento humano;7911.0;tecnolï¿½ï¿½gico de monte;introductory;business & management;es;4 weeks;149.0;usd;https://www.edx.org/course/liderazgo-orientado-al-florecimiento-humano;;;;;
software construction: object-oriented design;23100.0;university of british columbia;intermediate;computer science;en;6 weeks;125.0;usd;https://www.edx.org/course/software-construction-object-oriented-design;;;;;
introduction to hyperledger sovereign identity blockchain solutions: indy; aries & ursa;;the linux foundation;introductory;computer science;en;7 weeks;199.0;usd;https://www.edx.org/course/identity-in-hyperledger-aries-indy-and-ursa;;;;
fondements de lï¿½ï¿½ï¿½ï¿½ï¿½conomie sociale et;;universitï¿½ï¿½ catholique de lou;intermediate;social sciences;fr;12 weeks;50.0;usd;https://www.edx.org/course/fondements-de-leconomie-sociale-et-solidaire;;;;;
the civil war and reconstruction - 1861 - 1865: a new birth of freedom;17941.0;columbia university;introductory;history;en;12 weeks;50.0;usd;https://www.edx.org/course/cwr-1861-1865-a-new-birth-of-freedom;;;;;
innovation strategies for electric mobility: the streetscooter case;;rwth aachen university;intermediate;business & management;en;6 weeks;99.0;usd;https://www.edx.org/course/innovation-strategies-for-electric-mobility-the-st;;;;;
sustainable energy;;massachusetts institute of technology;advanced;energy & earth sciences;en;13 weeks;149.0;usd;https://www.edx.org/course/sustainable-energy;;;;;
designing and leading learning systems;11895.0;the university of michigan;advanced;education & teacher training;en;8 weeks;199.0;usd;https://www.edx.org/course/designing-and-leading-learning-systems;;;;;
how the u.s. government works & how to get involved;5930.0;georgetown university;introductory;social sciences;en;6 weeks;49.0;usd;https://www.edx.org/course/how-the-us-government-works-how-to-get-involved;;;;;
inspiring and motivating arts and culture teams;10817.0;the university of michigan;introductory;business & management;en;5 weeks;49.0;usd;https://www.edx.org/course/inspiring-and-motivating-arts-and-culture-teams;;;;;
principles of microeconomics: an economist way of thinking;;the university of queensland;intermediate;economics & finance;en;6 weeks;149.0;usd;https://www.edx.org/course/principles-of-microeconomics;;;;;
